Netzbetreiber:;;Energienetze Berlin GmbH;;;;
Lastgangtyp:;;Entnahme aus dem vorgelagerten Verteilungsnetz;;;;
gesetzliche Grundlage:;;§ 23c Abs.3 Nr. 5 EnWG;;;;
Betrachtungszeitraum:;;01.01.2024 bis 31.12.2024;;;;
;;;;;;
Spannungsebene der Entnahme;;Hochspannung;Mittelspannung;Niederspannung;;
Höchstlast;[kW];20.240;1.353;153,7;;
Wirkarbeit;[kWh];34.847.835;6.056.038;454.794;;
;;;;;;
Datum;Zeit;Wert [kW];Wert [kW];Wert [kW];;
28.02.2024;18:00:00;0;689;56;;
28.02.2024;18:15:00;0;670;66;;
28.02.2024;18:30:00;0;691;73;;
28.02.2024;18:45:00;0;684;84;;
28.02.2024;19:00:00;0;664;92;;
28.02.2024;19:15:00;0;624;88;;
28.02.2024;19:30:00;0;621;74;;
28.02.2024;19:45:00;0;620;65;;
28.02.2024;20:00:00;0;609;66;;
28.02.2024;20:15:00;0;622;57;;
28.02.2024;20:30:00;0;595;57;;
28.02.2024;20:45:00;0;605;58;;
28.02.2024;21:00:00;0;586;56;;
28.02.2024;21:15:00;0;586;56;;
28.02.2024;21:30:00;0;585;47;;
28.02.2024;21:45:00;0;575;46;;
28.02.2024;22:00:00;0;575;45;;
28.02.2024;22:15:00;0;555;48;;
28.02.2024;22:30:00;0;554;42;;
28.02.2024;22:45:00;0;560;36;;
28.02.2024;23:00:00;0;545;34;;
28.02.2024;23:15:00;0;560;33;;
28.02.2024;23:30:00;0;553;34;;
28.02.2024;23:45:00;0;560;33;;
29.02.2024;00:00:00;0;550;29;;
29.02.2024;00:15:00;0;570;28;;
29.02.2024;00:30:00;0;569;31;;
29.02.2024;00:45:00;0;570;27;;
29.02.2024;01:00:00;0;570;26;;
29.02.2024;01:15:00;0;579;28;;
29.02.2024;01:30:00;0;575;25;;
29.02.2024;01:45:00;0;575;26;;
29.02.2024;02:00:00;0;585;23;;
29.02.2024;02:15:00;0;574;23;;
29.02.2024;02:30:00;0;565;24;;
29.02.2024;02:45:00;0;596;23;;
29.02.2024;03:00:00;0;560;24;;
29.02.2024;03:15:00;0;629;26;;
29.02.2024;03:30:00;0;625;28;;
29.02.2024;03:45:00;0;640;27;;
29.02.2024;04:00:00;0;650;26;;
29.02.2024;04:15:00;0;635;28;;
29.02.2024;04:30:00;0;629;25;;
29.02.2024;04:45:00;0;625;27;;
29.02.2024;05:00:00;0;630;26;;
29.02.2024;05:15:00;0;675;27;;
29.02.2024;05:30:00;0;670;26;;
29.02.2024;05:45:00;0;675;27;;
29.02.2024;06:00:00;0;670;27;;
29.02.2024;06:15:00;0;740;28;;
29.02.2024;06:30:00;0;820;33;;
29.02.2024;06:45:00;0;811;30;;
29.02.2024;07:00:00;0;845;28;;
29.02.2024;07:15:00;0;821;37;;
29.02.2024;07:30:00;0;875;39;;
29.02.2024;07:45:00;0;947;43;;
29.02.2024;08:00:00;0;932;41;;
29.02.2024;08:15:00;0;886;42;;
29.02.2024;08:30:00;0;896;49;;
29.02.2024;08:45:00;0;917;50;;
29.02.2024;09:00:00;0;932;43;;
29.02.2024;09:15:00;0;906;41;;
29.02.2024;09:30:00;0;957;39;;
29.02.2024;09:45:00;0;941;40;;
29.02.2024;10:00:00;0;985;39;;
29.02.2024;10:15:00;0;934;41;;
29.02.2024;10:30:00;1540;915;39;;
29.02.2024;10:45:00;1408;885;42;;
29.02.2024;11:00:00;1408;935;42;;
29.02.2024;11:15:00;1254;905;38;;
29.02.2024;11:30:00;1408;886;40;;
29.02.2024;11:45:00;1562;946;39;;
29.02.2024;12:00:00;1584;946;38;;
29.02.2024;12:15:00;1540;875;39;;
29.02.2024;12:30:00;1276;864;39;;
29.02.2024;12:45:00;1166;984;44;;
29.02.2024;13:00:00;1232;927;42;;
29.02.2024;13:15:00;748;920;43;;
29.02.2024;13:30:00;1342;954;45;;
29.02.2024;13:45:00;1276;911;44;;
29.02.2024;14:00:00;1100;884;43;;
29.02.2024;14:15:00;880;850;43;;
29.02.2024;14:30:00;0;796;40;;
29.02.2024;14:45:00;0;755;38;;
29.02.2024;15:00:00;286;729;38;;
29.02.2024;15:15:00;66;725;38;;
29.02.2024;15:30:00;0;772;39;;
29.02.2024;15:45:00;0;761;38;;
29.02.2024;16:00:00;0;710;38;;
29.02.2024;16:15:00;0;735;37;;
29.02.2024;16:30:00;0;699;43;;
29.02.2024;16:45:00;0;674;42;;
29.02.2024;17:00:00;0;708;43;;
29.02.2024;17:15:00;0;691;44;;
29.02.2024;17:30:00;0;661;45;;
29.02.2024;17:45:00;0;680;55;;
29.02.2024;18:00:00;0;746;46;;
29.02.2024;18:15:00;0;673;46;;
29.02.2024;18:30:00;0;662;53;;
29.02.2024;18:45:00;0;659;54;;
29.02.2024;19:00:00;0;650;50;;
29.02.2024;19:15:00;0;637;51;;
29.02.2024;19:30:00;0;613;49;;
29.02.2024;19:45:00;0;606;57;;
29.02.2024;20:00:00;0;592;56;;
29.02.2024;20:15:00;0;588;57;;
29.02.2024;20:30:00;0;596;52;;
29.02.2024;20:45:00;0;592;48;;
29.02.2024;21:00:00;0;592;54;;
29.02.2024;21:15:00;0;667;44;;
29.02.2024;21:30:00;0;668;40;;
29.02.2024;21:45:00;0;653;47;;
29.02.2024;22:00:00;0;648;44;;
29.02.2024;22:15:00;0;604;41;;
29.02.2024;22:30:00;0;610;38;;
29.02.2024;22:45:00;0;617;34;;
29.02.2024;23:00:00;0;593;34;;
29.02.2024;23:15:00;0;595;28;;
29.02.2024;23:30:00;0;602;31;;
29.02.2024;23:45:00;0;609;30;;
01.03.2024;00:00:00;0;598;26;;
01.03.2024;00:15:00;0;596;25;;
01.03.2024;00:30:00;0;597;26;;
01.03.2024;00:45:00;0;585;23;;
01.03.2024;01:00:00;0;587;26;;
01.03.2024;01:15:00;0;612;24;;
01.03.2024;01:30:00;0;598;22;;
01.03.2024;01:45:00;0;602;23;;
01.03.2024;02:00:00;0;603;21;;
01.03.2024;02:15:00;0;589;24;;
01.03.2024;02:30:00;0;598;24;;
01.03.2024;02:45:00;0;584;22;;
01.03.2024;03:00:00;0;593;22;;
01.03.2024;03:15:00;0;647;22;;
01.03.2024;03:30:00;0;652;26;;
01.03.2024;03:45:00;0;670;28;;
01.03.2024;04:00:00;0;662;22;;
01.03.2024;04:15:00;0;647;26;;
01.03.2024;04:30:00;0;635;24;;
01.03.2024;04:45:00;0;640;24;;
01.03.2024;05:00:00;0;647;27;;
01.03.2024;05:15:00;0;699;24;;
01.03.2024;05:30:00;0;687;23;;
01.03.2024;05:45:00;0;695;25;;
01.03.2024;06:00:00;0;676;24;;
01.03.2024;06:15:00;0;733;27;;
01.03.2024;06:30:00;0;782;29;;
01.03.2024;06:45:00;0;762;30;;
01.03.2024;07:00:00;0;765;33;;
01.03.2024;07:15:00;0;760;32;;
01.03.2024;07:30:00;0;756;36;;
01.03.2024;07:45:00;0;833;34;;
01.03.2024;08:00:00;0;889;37;;
01.03.2024;08:15:00;0;880;44;;
01.03.2024;08:30:00;0;879;38;;
01.03.2024;08:45:00;0;918;40;;
01.03.2024;09:00:00;0;943;37;;
01.03.2024;09:15:00;0;873;40;;
01.03.2024;09:30:00;0;913;49;;
01.03.2024;09:45:00;0;887;53;;
01.03.2024;10:00:00;0;938;48;;
01.03.2024;10:15:00;0;944;56;;
01.03.2024;10:30:00;0;859;52;;
01.03.2024;10:45:00;0;898;44;;
01.03.2024;11:00:00;0;909;42;;
01.03.2024;11:15:00;0;909;44;;
01.03.2024;11:30:00;0;874;45;;
01.03.2024;11:45:00;0;894;46;;
01.03.2024;12:00:00;0;950;45;;
01.03.2024;12:15:00;726;931;48;;
01.03.2024;12:30:00;616;840;49;;
01.03.2024;12:45:00;594;830;50;;
01.03.2024;13:00:00;968;938;44;;
01.03.2024;13:15:00;2794;951;43;;
01.03.2024;13:30:00;2530;856;50;;
01.03.2024;13:45:00;2398;840;53;;
01.03.2024;14:00:00;2420;876;51;;
01.03.2024;14:15:00;2288;856;50;;
01.03.2024;14:30:00;2200;794;48;;
01.03.2024;14:45:00;1958;724;48;;
01.03.2024;15:00:00;1980;734;47;;
01.03.2024;15:15:00;1716;705;49;;
01.03.2024;15:30:00;1474;709;46;;
01.03.2024;15:45:00;1254;670;43;;
01.03.2024;16:00:00;1540;669;42;;
01.03.2024;16:15:00;0;680;45;;
01.03.2024;16:30:00;0;664;52;;
01.03.2024;16:45:00;0;659;47;;
01.03.2024;17:00:00;0;659;49;;
01.03.2024;17:15:00;0;654;46;;
01.03.2024;17:30:00;0;655;49;;
01.03.2024;17:45:00;0;644;53;;
01.03.2024;18:00:00;0;648;54;;
01.03.2024;18:15:00;0;638;56;;
01.03.2024;18:30:00;0;622;59;;
01.03.2024;18:45:00;0;643;53;;
01.03.2024;19:00:00;0;624;46;;
01.03.2024;19:15:00;0;590;48;;
01.03.2024;19:30:00;0;578;56;;
01.03.2024;19:45:00;0;581;58;;
01.03.2024;20:00:00;0;571;50;;
01.03.2024;20:15:00;0;553;46;;
01.03.2024;20:30:00;0;543;41;;
01.03.2024;20:45:00;0;530;43;;
01.03.2024;21:00:00;0;520;42;;
01.03.2024;21:15:00;0;527;38;;
01.03.2024;21:30:00;0;510;43;;
01.03.2024;21:45:00;0;500;40;;
01.03.2024;22:00:00;0;476;38;;
01.03.2024;22:15:00;0;471;39;;
01.03.2024;22:30:00;0;470;33;;
01.03.2024;22:45:00;0;460;29;;
01.03.2024;23:00:00;0;460;28;;
01.03.2024;23:15:00;0;463;29;;
01.03.2024;23:30:00;0;455;28;;
01.03.2024;23:45:00;0;455;29;;
02.03.2024;00:00:00;0;491;27;;
02.03.2024;00:15:00;0;502;29;;
02.03.2024;00:30:00;0;490;27;;
02.03.2024;00:45:00;0;475;24;;
02.03.2024;01:00:00;0;465;27;;
02.03.2024;01:15:00;0;480;23;;
02.03.2024;01:30:00;0;479;25;;
02.03.2024;01:45:00;0;485;25;;
02.03.2024;02:00:00;0;465;24;;
02.03.2024;02:15:00;0;464;23;;
02.03.2024;02:30:00;0;474;23;;
02.03.2024;02:45:00;0;465;23;;
02.03.2024;03:00:00;0;469;25;;
02.03.2024;03:15:00;0;454;26;;
02.03.2024;03:30:00;0;485;24;;
02.03.2024;03:45:00;0;475;23;;
02.03.2024;04:00:00;0;469;21;;
02.03.2024;04:15:00;0;479;23;;
02.03.2024;04:30:00;0;475;29;;
02.03.2024;04:45:00;0;485;27;;
02.03.2024;05:00:00;0;495;24;;
02.03.2024;05:15:00;0;469;25;;
02.03.2024;05:30:00;0;480;23;;
02.03.2024;05:45:00;0;490;28;;
02.03.2024;06:00:00;0;475;25;;
02.03.2024;06:15:00;0;480;24;;
02.03.2024;06:30:00;0;490;23;;
02.03.2024;06:45:00;0;480;27;;
02.03.2024;07:00:00;0;480;29;;
02.03.2024;07:15:00;0;475;26;;
02.03.2024;07:30:00;0;494;44;;
02.03.2024;07:45:00;0;455;36;;
02.03.2024;08:00:00;0;475;40;;
02.03.2024;08:15:00;0;465;42;;
02.03.2024;08:30:00;0;485;42;;
02.03.2024;08:45:00;0;494;44;;
02.03.2024;09:00:00;0;499;53;;
02.03.2024;09:15:00;0;484;59;;
02.03.2024;09:30:00;0;485;54;;
02.03.2024;09:45:00;0;485;57;;
02.03.2024;10:00:00;0;485;56;;
02.03.2024;10:15:00;0;499;40;;
02.03.2024;10:30:00;0;488;36;;
02.03.2024;10:45:00;0;484;39;;
02.03.2024;11:00:00;0;494;36;;
02.03.2024;11:15:00;0;499;35;;
02.03.2024;11:30:00;0;504;37;;
02.03.2024;11:45:00;0;499;32;;
02.03.2024;12:00:00;0;484;32;;
02.03.2024;12:15:00;0;499;34;;
02.03.2024;12:30:00;0;499;41;;
02.03.2024;12:45:00;0;497;34;;
02.03.2024;13:00:00;0;480;31;;
02.03.2024;13:15:00;0;494;39;;
02.03.2024;13:30:00;0;485;40;;
02.03.2024;13:45:00;0;496;33;;
02.03.2024;14:00:00;0;495;36;;
02.03.2024;14:15:00;0;494;34;;
02.03.2024;14:30:00;0;479;37;;
02.03.2024;14:45:00;0;500;41;;
02.03.2024;15:00:00;0;501;36;;
02.03.2024;15:15:00;0;501;40;;
02.03.2024;15:30:00;0;526;34;;
02.03.2024;15:45:00;0;568;41;;
02.03.2024;16:00:00;0;517;38;;
02.03.2024;16:15:00;0;495;34;;
02.03.2024;16:30:00;0;495;32;;
02.03.2024;16:45:00;0;490;33;;
02.03.2024;17:00:00;0;490;34;;
02.03.2024;17:15:00;0;512;34;;
02.03.2024;17:30:00;0;495;38;;
02.03.2024;17:45:00;0;495;37;;
02.03.2024;18:00:00;0;503;41;;
02.03.2024;18:15:00;0;551;44;;
02.03.2024;18:30:00;0;497;45;;
02.03.2024;18:45:00;0;512;50;;
02.03.2024;19:00:00;0;516;49;;
02.03.2024;19:15:00;0;492;52;;
02.03.2024;19:30:00;0;477;59;;
02.03.2024;19:45:00;0;484;50;;
02.03.2024;20:00:00;0;486;51;;
02.03.2024;20:15:00;0;483;46;;
02.03.2024;20:30:00;0;487;53;;
02.03.2024;20:45:00;0;480;51;;
02.03.2024;21:00:00;0;469;44;;
02.03.2024;21:15:00;0;473;40;;
02.03.2024;21:30:00;0;466;38;;
02.03.2024;21:45:00;0;488;39;;
02.03.2024;22:00:00;0;463;38;;
02.03.2024;22:15:00;0;458;39;;
02.03.2024;22:30:00;0;481;34;;
02.03.2024;22:45:00;0;471;34;;
02.03.2024;23:00:00;0;463;34;;
02.03.2024;23:15:00;0;468;34;;
02.03.2024;23:30:00;0;477;33;;
02.03.2024;23:45:00;0;464;31;;
03.03.2024;00:00:00;0;470;27;;
03.03.2024;00:15:00;0;474;28;;
03.03.2024;00:30:00;0;450;28;;
03.03.2024;00:45:00;0;485;26;;
03.03.2024;01:00:00;0;504;25;;
03.03.2024;01:15:00;0;481;26;;
03.03.2024;01:30:00;0;460;27;;
03.03.2024;01:45:00;0;475;30;;
03.03.2024;02:00:00;0;454;27;;
03.03.2024;02:15:00;0;470;25;;
03.03.2024;02:30:00;0;470;24;;
03.03.2024;02:45:00;0;465;23;;
03.03.2024;03:00:00;0;465;25;;
03.03.2024;03:15:00;0;470;26;;
03.03.2024;03:30:00;0;474;23;;
03.03.2024;03:45:00;0;465;23;;
03.03.2024;04:00:00;0;464;23;;
03.03.2024;04:15:00;0;474;24;;
03.03.2024;04:30:00;0;465;27;;
03.03.2024;04:45:00;0;470;26;;
03.03.2024;05:00:00;0;464;24;;
03.03.2024;05:15:00;0;465;27;;
03.03.2024;05:30:00;0;464;23;;
03.03.2024;05:45:00;0;459;26;;
03.03.2024;06:00:00;0;478;26;;
03.03.2024;06:15:00;0;458;23;;
03.03.2024;06:30:00;0;449;23;;
03.03.2024;06:45:00;0;459;26;;
03.03.2024;07:00:00;0;458;26;;
03.03.2024;07:15:00;0;468;26;;
03.03.2024;07:30:00;0;454;26;;
03.03.2024;07:45:00;0;444;27;;
03.03.2024;08:00:00;0;458;28;;
03.03.2024;08:15:00;0;463;31;;
03.03.2024;08:30:00;0;473;33;;
03.03.2024;08:45:00;0;463;43;;
03.03.2024;09:00:00;0;468;42;;
03.03.2024;09:15:00;0;460;51;;
03.03.2024;09:30:00;0;486;59;;
03.03.2024;09:45:00;0;499;62;;
03.03.2024;10:00:00;0;487;59;;
03.03.2024;10:15:00;0;488;95;;
03.03.2024;10:30:00;0;477;91;;
03.03.2024;10:45:00;0;507;88;;
03.03.2024;11:00:00;0;497;51;;
03.03.2024;11:15:00;0;490;42;;
03.03.2024;11:30:00;0;493;43;;
03.03.2024;11:45:00;0;493;42;;
03.03.2024;12:00:00;0;502;42;;
03.03.2024;12:15:00;0;514;41;;
03.03.2024;12:30:00;0;498;36;;
03.03.2024;12:45:00;0;489;38;;
03.03.2024;13:00:00;0;503;37;;
03.03.2024;13:15:00;3806;553;36;;
03.03.2024;13:30:00;3828;538;39;;
03.03.2024;13:45:00;3740;499;49;;
03.03.2024;14:00:00;3762;492;46;;
03.03.2024;14:15:00;3806;507;45;;
03.03.2024;14:30:00;3960;492;38;;
03.03.2024;14:45:00;3982;503;40;;
03.03.2024;15:00:00;3938;498;34;;
03.03.2024;15:15:00;3938;493;36;;
03.03.2024;15:30:00;3850;504;42;;
03.03.2024;15:45:00;3960;510;40;;
03.03.2024;16:00:00;2420;499;46;;
03.03.2024;16:15:00;0;515;44;;
03.03.2024;16:30:00;0;504;44;;
03.03.2024;16:45:00;0;493;43;;
03.03.2024;17:00:00;0;507;46;;
03.03.2024;17:15:00;0;507;55;;
03.03.2024;17:30:00;0;513;58;;
03.03.2024;17:45:00;0;530;70;;
03.03.2024;18:00:00;0;506;64;;
03.03.2024;18:15:00;0;518;58;;
03.03.2024;18:30:00;0;511;66;;
03.03.2024;18:45:00;0;531;63;;
03.03.2024;19:00:00;0;508;70;;
03.03.2024;19:15:00;0;485;62;;
03.03.2024;19:30:00;0;523;60;;
03.03.2024;19:45:00;0;510;49;;
03.03.2024;20:00:00;0;487;53;;
03.03.2024;20:15:00;0;482;54;;
03.03.2024;20:30:00;0;506;52;;
03.03.2024;20:45:00;0;482;47;;
03.03.2024;21:00:00;0;490;42;;
03.03.2024;21:15:00;0;531;44;;
03.03.2024;21:30:00;0;518;43;;
03.03.2024;21:45:00;0;496;38;;
03.03.2024;22:00:00;0;505;36;;
03.03.2024;22:15:00;0;568;33;;
03.03.2024;22:30:00;0;539;35;;
03.03.2024;22:45:00;0;523;33;;
03.03.2024;23:00:00;0;523;32;;
03.03.2024;23:15:00;0;543;31;;
03.03.2024;23:30:00;0;534;29;;
03.03.2024;23:45:00;0;513;27;;
04.03.2024;00:00:00;0;533;29;;
04.03.2024;00:15:00;0;519;30;;
04.03.2024;00:30:00;0;537;28;;
04.03.2024;00:45:00;0;568;24;;
04.03.2024;01:00:00;0;542;24;;
04.03.2024;01:15:00;0;544;25;;
04.03.2024;01:30:00;0;534;27;;
04.03.2024;01:45:00;0;533;26;;
04.03.2024;02:00:00;0;548;23;;
04.03.2024;02:15:00;0;548;24;;
04.03.2024;02:30:00;0;553;22;;
04.03.2024;02:45:00;0;542;23;;
04.03.2024;03:00:00;0;558;24;;
04.03.2024;03:15:00;0;608;23;;
04.03.2024;03:30:00;0;613;23;;
04.03.2024;03:45:00;0;633;25;;
04.03.2024;04:00:00;0;623;23;;
04.03.2024;04:15:00;0;658;27;;
04.03.2024;04:30:00;0;658;25;;
04.03.2024;04:45:00;0;663;47;;
04.03.2024;05:00:00;0;652;51;;
04.03.2024;05:15:00;0;683;28;;
04.03.2024;05:30:00;0;673;23;;
04.03.2024;05:45:00;0;727;27;;
04.03.2024;06:00:00;0;735;24;;
04.03.2024;06:15:00;0;768;24;;
04.03.2024;06:30:00;0;787;26;;
04.03.2024;06:45:00;0;761;27;;
04.03.2024;07:00:00;0;814;29;;
04.03.2024;07:15:00;0;844;32;;
04.03.2024;07:30:00;0;816;35;;
04.03.2024;07:45:00;0;793;39;;
04.03.2024;08:00:00;0;822;40;;
04.03.2024;08:15:00;0;877;37;;
04.03.2024;08:30:00;0;901;34;;
04.03.2024;08:45:00;0;902;38;;
04.03.2024;09:00:00;0;922;42;;
04.03.2024;09:15:00;0;967;48;;
04.03.2024;09:30:00;0;911;48;;
04.03.2024;09:45:00;0;929;41;;
04.03.2024;10:00:00;0;933;43;;
04.03.2024;10:15:00;0;997;41;;
04.03.2024;10:30:00;0;928;46;;
04.03.2024;10:45:00;0;917;44;;
04.03.2024;11:00:00;0;965;48;;
04.03.2024;11:15:00;0;945;47;;
04.03.2024;11:30:00;0;961;44;;
04.03.2024;11:45:00;0;887;41;;
04.03.2024;12:00:00;0;848;40;;
04.03.2024;12:15:00;3344;832;45;;
04.03.2024;12:30:00;2750;876;42;;
04.03.2024;12:45:00;1386;865;43;;
04.03.2024;13:00:00;1166;875;43;;
04.03.2024;13:15:00;1056;857;37;;
04.03.2024;13:30:00;946;869;43;;
04.03.2024;13:45:00;1034;873;43;;
04.03.2024;14:00:00;858;911;45;;
04.03.2024;14:15:00;704;904;49;;
04.03.2024;14:30:00;858;824;44;;
04.03.2024;14:45:00;946;818;42;;
04.03.2024;15:00:00;814;808;49;;
04.03.2024;15:15:00;616;797;47;;
04.03.2024;15:30:00;660;792;42;;
04.03.2024;15:45:00;264;766;40;;
04.03.2024;16:00:00;88;764;42;;
04.03.2024;16:15:00;0;758;40;;
04.03.2024;16:30:00;0;757;43;;
04.03.2024;16:45:00;0;737;41;;
04.03.2024;17:00:00;0;747;41;;
04.03.2024;17:15:00;0;740;40;;
04.03.2024;17:30:00;0;738;41;;
04.03.2024;17:45:00;0;717;45;;
04.03.2024;18:00:00;0;706;49;;
04.03.2024;18:15:00;0;722;43;;
04.03.2024;18:30:00;0;677;50;;
04.03.2024;18:45:00;0;688;53;;
04.03.2024;19:00:00;0;682;64;;
04.03.2024;19:15:00;0;671;76;;
04.03.2024;19:30:00;0;659;68;;
04.03.2024;19:45:00;0;661;77;;
04.03.2024;20:00:00;0;698;74;;
04.03.2024;20:15:00;0;644;63;;
04.03.2024;20:30:00;0;658;58;;
04.03.2024;20:45:00;0;641;48;;
04.03.2024;21:00:00;0;672;51;;
04.03.2024;21:15:00;0;643;49;;
04.03.2024;21:30:00;0;633;44;;
04.03.2024;21:45:00;0;628;42;;
04.03.2024;22:00:00;0;619;43;;
04.03.2024;22:15:00;396;593;45;;
04.03.2024;22:30:00;286;588;47;;
04.03.2024;22:45:00;242;578;38;;
04.03.2024;23:00:00;286;623;36;;
04.03.2024;23:15:00;242;611;36;;
04.03.2024;23:30:00;176;572;30;;
04.03.2024;23:45:00;0;573;33;;
05.03.2024;00:00:00;110;592;30;;
05.03.2024;00:15:00;44;607;26;;
05.03.2024;00:30:00;220;598;24;;
05.03.2024;00:45:00;176;593;25;;
05.03.2024;01:00:00;220;603;23;;
05.03.2024;01:15:00;154;603;25;;
05.03.2024;01:30:00;0;593;24;;
05.03.2024;01:45:00;0;583;23;;
05.03.2024;02:00:00;0;589;22;;
05.03.2024;02:15:00;66;589;22;;
05.03.2024;02:30:00;0;598;23;;
05.03.2024;02:45:00;0;583;23;;
05.03.2024;03:00:00;0;593;22;;
05.03.2024;03:15:00;0;653;23;;
05.03.2024;03:30:00;0;633;38;;
05.03.2024;03:45:00;0;683;41;;
05.03.2024;04:00:00;0;659;39;;
05.03.2024;04:15:00;0;653;40;;
05.03.2024;04:30:00;0;653;37;;
05.03.2024;04:45:00;110;674;38;;
05.03.2024;05:00:00;286;668;41;;
05.03.2024;05:15:00;0;704;40;;
05.03.2024;05:30:00;0;739;31;;
05.03.2024;05:45:00;0;739;25;;
05.03.2024;06:00:00;0;804;23;;
05.03.2024;06:15:00;0;919;25;;
05.03.2024;06:30:00;0;954;33;;
05.03.2024;06:45:00;0;981;31;;
05.03.2024;07:00:00;0;990;29;;
05.03.2024;07:15:00;0;1010;29;;
05.03.2024;07:30:00;0;1004;35;;
05.03.2024;07:45:00;0;934;41;;
05.03.2024;08:00:00;0;915;39;;
05.03.2024;08:15:00;0;924;39;;
05.03.2024;08:30:00;0;949;41;;
05.03.2024;08:45:00;0;1000;49;;
05.03.2024;09:00:00;0;991;54;;
05.03.2024;09:15:00;0;971;43;;
05.03.2024;09:30:00;0;951;46;;
05.03.2024;09:45:00;0;1001;50;;
05.03.2024;10:00:00;0;964;42;;
05.03.2024;10:15:00;0;834;48;;
05.03.2024;10:30:00;0;906;50;;
05.03.2024;10:45:00;0;911;49;;
05.03.2024;11:00:00;0;963;48;;
05.03.2024;11:15:00;0;934;49;;
05.03.2024;11:30:00;0;884;47;;
05.03.2024;11:45:00;0;873;48;;
05.03.2024;12:00:00;0;928;47;;
05.03.2024;12:15:00;0;894;49;;
05.03.2024;12:30:00;0;891;54;;
05.03.2024;12:45:00;0;973;56;;
05.03.2024;13:00:00;0;897;56;;
05.03.2024;13:15:00;0;883;45;;
05.03.2024;13:30:00;0;931;44;;
05.03.2024;13:45:00;0;950;44;;
05.03.2024;14:00:00;0;883;46;;
05.03.2024;14:15:00;0;923;47;;
05.03.2024;14:30:00;0;897;48;;
05.03.2024;14:45:00;0;868;53;;
05.03.2024;15:00:00;0;793;48;;
05.03.2024;15:15:00;0;814;44;;
05.03.2024;15:30:00;0;798;46;;
05.03.2024;15:45:00;0;799;49;;
05.03.2024;16:00:00;0;780;46;;
05.03.2024;16:15:00;0;762;48;;
05.03.2024;16:30:00;0;752;47;;
05.03.2024;16:45:00;0;734;44;;
05.03.2024;17:00:00;0;730;49;;
05.03.2024;17:15:00;0;739;48;;
05.03.2024;17:30:00;0;729;47;;
05.03.2024;17:45:00;0;700;56;;
05.03.2024;18:00:00;0;696;48;;
05.03.2024;18:15:00;0;687;50;;
05.03.2024;18:30:00;0;700;56;;
05.03.2024;18:45:00;0;683;65;;
05.03.2024;19:00:00;0;649;74;;
05.03.2024;19:15:00;0;664;71;;
05.03.2024;19:30:00;0;661;68;;
05.03.2024;19:45:00;0;652;77;;
05.03.2024;20:00:00;0;650;60;;
05.03.2024;20:15:00;0;648;54;;
05.03.2024;20:30:00;0;633;53;;
05.03.2024;20:45:00;0;621;57;;
05.03.2024;21:00:00;0;633;54;;
05.03.2024;21:15:00;0;625;43;;
05.03.2024;21:30:00;0;629;44;;
05.03.2024;21:45:00;0;620;39;;
05.03.2024;22:00:00;0;604;37;;
05.03.2024;22:15:00;0;574;38;;
05.03.2024;22:30:00;0;584;33;;
05.03.2024;22:45:00;0;569;31;;
05.03.2024;23:00:00;0;569;36;;
05.03.2024;23:15:00;0;564;33;;
05.03.2024;23:30:00;0;564;31;;
05.03.2024;23:45:00;0;569;31;;
06.03.2024;00:00:00;0;593;29;;
06.03.2024;00:15:00;110;579;31;;
06.03.2024;00:30:00;440;585;29;;
06.03.2024;00:45:00;396;594;26;;
06.03.2024;01:00:00;506;584;25;;
06.03.2024;01:15:00;418;604;24;;
06.03.2024;01:30:00;396;589;25;;
06.03.2024;01:45:00;330;584;26;;
06.03.2024;02:00:00;286;612;25;;
06.03.2024;02:15:00;176;625;24;;
06.03.2024;02:30:00;286;596;24;;
06.03.2024;02:45:00;308;598;22;;
06.03.2024;03:00:00;330;584;25;;
06.03.2024;03:15:00;374;654;23;;
06.03.2024;03:30:00;330;659;25;;
06.03.2024;03:45:00;616;683;27;;
06.03.2024;04:00:00;440;683;24;;
06.03.2024;04:15:00;0;683;29;;
06.03.2024;04:30:00;0;653;24;;
06.03.2024;04:45:00;0;679;25;;
06.03.2024;05:00:00;0;655;29;;
06.03.2024;05:15:00;0;719;25;;
06.03.2024;05:30:00;0;672;25;;
06.03.2024;05:45:00;0;693;26;;
06.03.2024;06:00:00;0;764;25;;
06.03.2024;06:15:00;0;853;27;;
06.03.2024;06:30:00;0;918;30;;
06.03.2024;06:45:00;0;844;31;;
06.03.2024;07:00:00;0;839;31;;
06.03.2024;07:15:00;0;883;33;;
06.03.2024;07:30:00;0;970;37;;
06.03.2024;07:45:00;0;943;41;;
06.03.2024;08:00:00;0;958;40;;
06.03.2024;08:15:00;0;958;48;;
06.03.2024;08:30:00;0;957;47;;
06.03.2024;08:45:00;0;1034;42;;
06.03.2024;09:00:00;0;1069;42;;
06.03.2024;09:15:00;0;904;48;;
06.03.2024;09:30:00;0;885;46;;
06.03.2024;09:45:00;0;1010;46;;
06.03.2024;10:00:00;0;959;44;;
06.03.2024;10:15:00;0;929;51;;
06.03.2024;10:30:00;0;908;49;;
06.03.2024;10:45:00;0;1014;54;;
06.03.2024;11:00:00;0;951;49;;
06.03.2024;11:15:00;924;975;46;;
06.03.2024;11:30:00;770;989;50;;
06.03.2024;11:45:00;1122;1032;51;;
06.03.2024;12:00:00;1562;1001;48;;
06.03.2024;12:15:00;0;963;49;;
