Netzbetreiber:;;Energienetze Berlin GmbH;;;;;;
Lastgangtyp:;;Netzlast (Summe aller Entnahmen Kunden, Weiterverteiler, nachgelagerte Spannungsebene);;;;;;
gesetzliche Grundlage:;;§ 23c Abs. 3 Nr. 1 EnWG;;;;;;
Betrachtungszeitraum:;;01.01.2024 bis 31.12.2024;;;;;;
;;;;;;;;
Spannungsebene;;Umspannung HS/MS;Mittelspannung;Umspannung MS/NS;Niederspannung;;;
;;;;;;;;
Höchstlast;[kW];20.055;21.412;8.820;11.204;;;
Wirkarbeit;[kWh];34.605.722;101.510.339;38.079.068;46.405.837;;;
;;;;;;;;
Datum;Zeit;Wert [kW];Wert [kW];Wert [kW];Wert [kW];;;
05.01.2024;16:45:00;0;11.742;4.998;6.731;;;
05.01.2024;17:00:00;0;11.557;4.870;6.526;;;
05.01.2024;17:15:00;0;11.458;4.736;6.433;;;
05.01.2024;17:30:00;0;11.219;4.657;6.147;;;
05.01.2024;17:45:00;0;11.271;4.614;6.018;;;
05.01.2024;18:00:00;0;11.044;4.528;5.772;;;
05.01.2024;18:15:00;0;10.642;4.275;5.531;;;
05.01.2024;18:30:00;0;10.881;4.401;5.271;;;
05.01.2024;18:45:00;0;10.583;4.210;4.991;;;
05.01.2024;19:00:00;0;10.531;4.215;4.702;;;
05.01.2024;19:15:00;0;10.309;4.073;4.420;;;
05.01.2024;19:30:00;0;10.125;4.060;4.312;;;
05.01.2024;19:45:00;0;9.892;3.845;4.094;;;
05.01.2024;20:00:00;0;9.758;3.831;4.082;;;
05.01.2024;20:15:00;0;9.546;3.781;4.033;;;
05.01.2024;20:30:00;0;9.306;3.649;3.895;;;
05.01.2024;20:45:00;0;9.100;3.469;3.719;;;
05.01.2024;21:00:00;0;9.116;3.540;3.780;;;
05.01.2024;21:15:00;0;9.027;3.565;3.804;;;
05.01.2024;21:30:00;0;8.801;3.305;3.534;;;
05.01.2024;21:45:00;0;8.846;3.378;3.612;;;
05.01.2024;22:00:00;0;8.881;3.336;3.565;;;
05.01.2024;22:15:00;0;8.503;3.232;3.469;;;
05.01.2024;22:30:00;0;8.229;3.158;3.395;;;
05.01.2024;22:45:00;0;8.301;3.261;3.500;;;
05.01.2024;23:00:00;0;8.057;3.056;3.306;;;
05.01.2024;23:15:00;0;8.241;3.175;3.413;;;
05.01.2024;23:30:00;0;7.922;3.040;3.262;;;
05.01.2024;23:45:00;0;7.972;3.073;3.300;;;
06.01.2024;00:00:00;0;7.998;3.046;3.264;;;
06.01.2024;00:15:00;0;7.921;3.002;3.219;;;
06.01.2024;00:30:00;0;8.028;3.057;3.277;;;
06.01.2024;00:45:00;0;7.966;3.119;3.325;;;
06.01.2024;01:00:00;0;7.948;3.041;3.239;;;
06.01.2024;01:15:00;0;7.948;3.008;3.216;;;
06.01.2024;01:30:00;0;7.873;3.006;3.216;;;
06.01.2024;01:45:00;0;7.886;3.021;3.226;;;
06.01.2024;02:00:00;0;7.888;3.030;3.239;;;
06.01.2024;02:15:00;0;7.908;3.050;3.254;;;
06.01.2024;02:30:00;0;7.809;2.915;3.100;;;
06.01.2024;02:45:00;0;7.857;3.001;3.201;;;
06.01.2024;03:00:00;0;7.951;3.115;3.316;;;
06.01.2024;03:15:00;0;8.037;3.122;3.321;;;
06.01.2024;03:30:00;0;7.894;2.985;3.184;;;
06.01.2024;03:45:00;0;8.057;3.035;3.232;;;
06.01.2024;04:00:00;0;7.977;2.972;3.160;;;
06.01.2024;04:15:00;0;8.114;3.024;3.223;;;
06.01.2024;04:30:00;0;8.125;3.008;3.206;;;
06.01.2024;04:45:00;0;8.140;3.024;3.214;;;
06.01.2024;05:00:00;0;8.409;3.069;3.262;;;
06.01.2024;05:15:00;0;8.401;3.157;3.351;;;
06.01.2024;05:30:00;0;8.287;3.038;3.231;;;
06.01.2024;05:45:00;0;8.189;2.993;3.182;;;
06.01.2024;06:00:00;0;8.329;3.146;3.339;;;
06.01.2024;06:15:00;0;8.329;2.997;3.174;;;
06.01.2024;06:30:00;0;8.433;3.108;3.300;;;
06.01.2024;06:45:00;0;8.417;3.135;3.331;;;
06.01.2024;07:00:00;0;8.552;3.242;3.436;;;
06.01.2024;07:15:00;0;8.463;3.109;3.304;;;
06.01.2024;07:30:00;0;8.626;3.227;3.421;;;
06.01.2024;07:45:00;0;8.644;3.237;3.656;;;
06.01.2024;08:00:00;0;8.659;3.327;3.923;;;
06.01.2024;08:15:00;0;8.752;3.312;4.130;;;
06.01.2024;08:30:00;0;8.646;3.175;4.398;;;
06.01.2024;08:45:00;0;8.800;3.444;4.642;;;
06.01.2024;09:00:00;0;8.606;3.477;4.742;;;
06.01.2024;09:15:00;0;8.758;3.550;4.934;;;
06.01.2024;09:30:00;0;8.711;3.491;4.995;;;
06.01.2024;09:45:00;0;8.860;3.536;5.028;;;
06.01.2024;10:00:00;0;8.897;3.536;5.054;;;
06.01.2024;10:15:00;0;8.998;3.671;5.132;;;
06.01.2024;10:30:00;0;8.993;3.652;5.199;;;
06.01.2024;10:45:00;0;9.002;3.589;5.195;;;
06.01.2024;11:00:00;0;9.141;3.662;5.225;;;
06.01.2024;11:15:00;0;9.009;3.674;5.262;;;
06.01.2024;11:30:00;0;8.991;3.646;5.218;;;
06.01.2024;11:45:00;0;9.125;3.615;5.232;;;
06.01.2024;12:00:00;0;9.158;3.635;5.186;;;
06.01.2024;12:15:00;0;9.186;3.589;5.180;;;
06.01.2024;12:30:00;0;9.183;3.720;5.157;;;
06.01.2024;12:45:00;0;9.202;3.682;5.095;;;
06.01.2024;13:00:00;0;9.137;3.708;5.015;;;
06.01.2024;13:15:00;0;9.183;3.583;4.937;;;
06.01.2024;13:30:00;0;9.041;3.571;4.733;;;
06.01.2024;13:45:00;0;9.171;3.679;4.587;;;
06.01.2024;14:00:00;0;9.193;3.703;4.465;;;
06.01.2024;14:15:00;0;9.102;3.641;4.224;;;
06.01.2024;14:30:00;0;9.131;3.624;4.076;;;
06.01.2024;14:45:00;0;9.193;3.704;3.944;;;
06.01.2024;15:00:00;0;9.100;3.683;3.926;;;
06.01.2024;15:15:00;0;9.206;3.782;4.021;;;
06.01.2024;15:30:00;0;8.886;3.526;3.774;;;
06.01.2024;15:45:00;0;9.233;3.791;4.017;;;
06.01.2024;16:00:00;0;9.156;3.692;3.928;;;
06.01.2024;16:15:00;0;9.113;3.645;3.884;;;
06.01.2024;16:30:00;0;9.170;3.741;3.985;;;
06.01.2024;16:45:00;0;9.074;3.638;3.890;;;
06.01.2024;17:00:00;0;9.230;3.772;4.014;;;
06.01.2024;17:15:00;0;9.157;3.666;3.920;;;
06.01.2024;17:30:00;0;9.112;3.696;3.952;;;
06.01.2024;17:45:00;0;9.123;3.751;4.004;;;
06.01.2024;18:00:00;0;9.067;3.724;3.987;;;
06.01.2024;18:15:00;0;8.993;3.654;3.930;;;
06.01.2024;18:30:00;0;9.043;3.712;3.980;;;
06.01.2024;18:45:00;0;8.952;3.658;3.916;;;
06.01.2024;19:00:00;0;8.946;3.653;3.915;;;
06.01.2024;19:15:00;0;8.825;3.672;3.936;;;
06.01.2024;19:30:00;0;8.633;3.545;3.818;;;
06.01.2024;19:45:00;0;8.701;3.628;3.891;;;
06.01.2024;20:00:00;0;8.554;3.465;3.734;;;
06.01.2024;20:15:00;0;8.588;3.529;3.800;;;
06.01.2024;20:30:00;0;8.409;3.452;3.716;;;
06.01.2024;20:45:00;0;8.354;3.346;3.604;;;
06.01.2024;21:00:00;0;8.386;3.423;3.665;;;
06.01.2024;21:15:00;0;8.400;3.401;3.643;;;
06.01.2024;21:30:00;0;8.279;3.281;3.523;;;
06.01.2024;21:45:00;0;8.284;3.344;3.574;;;
06.01.2024;22:00:00;0;8.268;3.370;3.606;;;
06.01.2024;22:15:00;0;8.037;3.203;3.443;;;
06.01.2024;22:30:00;0;8.091;3.264;3.488;;;
06.01.2024;22:45:00;0;7.800;3.098;3.330;;;
06.01.2024;23:00:00;0;7.841;3.205;3.437;;;
06.01.2024;23:15:00;0;7.824;3.168;3.398;;;
06.01.2024;23:30:00;0;7.772;3.125;3.356;;;
06.01.2024;23:45:00;0;7.705;3.114;3.344;;;
07.01.2024;00:00:00;0;7.656;3.090;3.319;;;
07.01.2024;00:15:00;0;7.735;3.142;3.366;;;
07.01.2024;00:30:00;0;7.588;3.004;3.229;;;
07.01.2024;00:45:00;0;7.652;3.042;3.263;;;
07.01.2024;01:00:00;0;7.645;3.079;3.297;;;
07.01.2024;01:15:00;0;7.752;3.197;3.413;;;
07.01.2024;01:30:00;0;7.637;3.067;3.275;;;
07.01.2024;01:45:00;0;7.616;2.997;3.211;;;
07.01.2024;02:00:00;0;7.646;3.061;3.272;;;
07.01.2024;02:15:00;0;7.629;3.017;3.226;;;
07.01.2024;02:30:00;0;7.585;3.071;3.285;;;
07.01.2024;02:45:00;0;7.549;3.013;3.224;;;
07.01.2024;03:00:00;0;7.641;3.131;3.338;;;
07.01.2024;03:15:00;0;7.719;3.154;3.362;;;
07.01.2024;03:30:00;0;7.582;2.978;3.183;;;
07.01.2024;03:45:00;0;7.772;3.134;3.339;;;
07.01.2024;04:00:00;0;7.584;2.959;3.166;;;
07.01.2024;04:15:00;0;7.749;3.075;3.284;;;
07.01.2024;04:30:00;0;7.635;2.977;3.174;;;
07.01.2024;04:45:00;0;7.877;3.140;3.347;;;
07.01.2024;05:00:00;0;7.748;3.061;3.269;;;
07.01.2024;05:15:00;0;7.791;3.048;3.253;;;
07.01.2024;05:30:00;0;7.824;3.078;3.281;;;
07.01.2024;05:45:00;0;7.731;2.970;3.171;;;
07.01.2024;06:00:00;0;7.765;3.125;3.331;;;
07.01.2024;06:15:00;0;7.820;3.101;3.309;;;
07.01.2024;06:30:00;0;7.824;3.079;3.283;;;
07.01.2024;06:45:00;0;7.828;3.127;3.333;;;
07.01.2024;07:00:00;0;7.828;3.101;3.304;;;
07.01.2024;07:15:00;0;7.715;2.980;3.185;;;
07.01.2024;07:30:00;0;7.942;3.254;3.465;;;
07.01.2024;07:45:00;0;7.823;3.129;3.338;;;
07.01.2024;08:00:00;0;7.844;3.149;3.357;;;
07.01.2024;08:15:00;0;7.955;3.179;3.394;;;
07.01.2024;08:30:00;0;7.908;3.140;3.359;;;
07.01.2024;08:45:00;0;7.975;3.256;3.480;;;
07.01.2024;09:00:00;0;7.895;3.186;3.423;;;
07.01.2024;09:15:00;0;7.828;3.038;3.284;;;
07.01.2024;09:30:00;0;8.004;3.261;3.514;;;
07.01.2024;09:45:00;0;7.967;3.218;3.478;;;
07.01.2024;10:00:00;0;7.950;3.156;3.430;;;
07.01.2024;10:15:00;0;7.913;3.148;3.432;;;
07.01.2024;10:30:00;0;8.084;3.262;3.540;;;
07.01.2024;10:45:00;0;8.020;3.189;3.470;;;
07.01.2024;11:00:00;0;8.127;3.339;3.630;;;
07.01.2024;11:15:00;0;7.978;3.130;3.414;;;
07.01.2024;11:30:00;0;8.104;3.260;3.548;;;
07.01.2024;11:45:00;0;7.997;3.156;3.447;;;
07.01.2024;12:00:00;0;7.953;3.154;3.450;;;
07.01.2024;12:15:00;0;8.042;3.272;3.578;;;
07.01.2024;12:30:00;0;8.150;3.349;3.648;;;
07.01.2024;12:45:00;0;8.136;3.344;3.642;;;
07.01.2024;13:00:00;0;7.996;3.165;3.452;;;
07.01.2024;13:15:00;0;8.224;3.340;3.626;;;
07.01.2024;13:30:00;0;8.138;3.178;3.472;;;
07.01.2024;13:45:00;0;8.172;3.392;3.683;;;
07.01.2024;14:00:00;0;8.012;3.234;3.491;;;
07.01.2024;14:15:00;0;8.132;3.349;3.629;;;
07.01.2024;14:30:00;0;8.060;3.333;3.611;;;
07.01.2024;14:45:00;0;8.161;3.350;3.624;;;
07.01.2024;15:00:00;0;8.009;3.307;3.573;;;
07.01.2024;15:15:00;0;8.039;3.250;3.513;;;
07.01.2024;15:30:00;0;8.060;3.354;3.633;;;
07.01.2024;15:45:00;0;8.075;3.312;3.578;;;
07.01.2024;16:00:00;0;8.051;3.337;3.598;;;
07.01.2024;16:15:00;0;8.333;3.434;3.692;;;
07.01.2024;16:30:00;0;8.227;3.440;3.697;;;
07.01.2024;16:45:00;0;8.197;3.370;3.638;;;
07.01.2024;17:00:00;0;8.252;3.368;3.639;;;
07.01.2024;17:15:00;0;8.393;3.440;3.716;;;
07.01.2024;17:30:00;0;8.402;3.440;3.729;;;
07.01.2024;17:45:00;0;8.335;3.485;3.778;;;
07.01.2024;18:00:00;0;8.354;3.507;3.798;;;
07.01.2024;18:15:00;0;8.215;3.399;3.693;;;
07.01.2024;18:30:00;0;8.287;3.479;3.767;;;
07.01.2024;18:45:00;0;8.294;3.408;3.707;;;
07.01.2024;19:00:00;0;8.472;3.496;3.804;;;
07.01.2024;19:15:00;0;8.514;3.440;3.725;;;
07.01.2024;19:30:00;0;8.462;3.318;3.605;;;
07.01.2024;19:45:00;0;8.466;3.359;3.654;;;
07.01.2024;20:00:00;0;8.394;3.345;3.630;;;
07.01.2024;20:15:00;0;8.359;3.375;3.653;;;
07.01.2024;20:30:00;0;8.096;3.239;3.519;;;
07.01.2024;20:45:00;0;8.389;3.429;3.696;;;
07.01.2024;21:00:00;0;8.242;3.226;3.487;;;
07.01.2024;21:15:00;0;8.356;3.307;3.563;;;
07.01.2024;21:30:00;0;8.305;3.172;3.432;;;
07.01.2024;21:45:00;0;8.409;3.266;3.527;;;
07.01.2024;22:00:00;0;8.436;3.324;3.564;;;
07.01.2024;22:15:00;0;8.335;3.186;3.432;;;
07.01.2024;22:30:00;0;8.389;3.258;3.497;;;
07.01.2024;22:45:00;0;8.369;3.184;3.416;;;
07.01.2024;23:00:00;0;8.393;3.241;3.467;;;
07.01.2024;23:15:00;0;8.503;3.341;3.556;;;
07.01.2024;23:30:00;0;8.445;3.300;3.517;;;
07.01.2024;23:45:00;0;8.411;3.315;3.527;;;
08.01.2024;00:00:00;0;8.372;3.264;3.472;;;
08.01.2024;00:15:00;0;8.379;3.310;3.517;;;
08.01.2024;00:30:00;0;8.415;3.294;3.496;;;
08.01.2024;00:45:00;0;8.396;3.351;3.554;;;
08.01.2024;01:00:00;0;8.256;3.191;3.396;;;
08.01.2024;01:15:00;0;8.307;3.215;3.409;;;
08.01.2024;01:30:00;0;8.436;3.350;3.549;;;
08.01.2024;01:45:00;0;8.319;3.205;3.406;;;
08.01.2024;02:00:00;0;8.375;3.274;3.473;;;
08.01.2024;02:15:00;0;8.433;3.322;3.515;;;
08.01.2024;02:30:00;0;8.323;3.254;3.446;;;
08.01.2024;02:45:00;0;8.496;3.404;3.596;;;
08.01.2024;03:00:00;0;8.292;3.234;3.428;;;
08.01.2024;03:15:00;0;8.391;3.361;3.558;;;
08.01.2024;03:30:00;0;8.421;3.395;3.591;;;
08.01.2024;03:45:00;0;8.399;3.301;3.498;;;
08.01.2024;04:00:00;0;8.368;3.318;3.517;;;
08.01.2024;04:15:00;0;8.751;3.407;3.605;;;
08.01.2024;04:30:00;0;8.817;3.430;3.622;;;
08.01.2024;04:45:00;0;8.998;3.541;3.734;;;
08.01.2024;05:00:00;0;9.251;3.633;3.815;;;
08.01.2024;05:15:00;0;9.579;3.672;3.853;;;
08.01.2024;05:30:00;0;9.991;3.953;4.127;;;
08.01.2024;05:45:00;0;10.035;3.903;4.077;;;
08.01.2024;06:00:00;0;10.413;4.217;4.391;;;
08.01.2024;06:15:00;0;10.916;4.363;4.530;;;
08.01.2024;06:30:00;0;11.366;4.642;4.811;;;
08.01.2024;06:45:00;0;11.699;4.827;4.996;;;
08.01.2024;07:00:00;0;12.264;5.287;5.467;;;
08.01.2024;07:15:00;0;12.766;5.465;5.645;;;
08.01.2024;07:30:00;0;13.010;5.706;5.881;;;
08.01.2024;07:45:00;0;13.488;6.024;6.382;;;
08.01.2024;08:00:00;0;13.591;6.083;7.118;;;
08.01.2024;08:15:00;0;14.101;6.427;7.961;;;
08.01.2024;08:30:00;0;14.227;6.522;8.525;;;
08.01.2024;08:45:00;0;14.460;6.557;8.997;;;
08.01.2024;09:00:00;0;14.667;6.618;9.399;;;
08.01.2024;09:15:00;0;14.912;6.840;9.591;;;
08.01.2024;09:30:00;0;15.129;7.133;9.863;;;
08.01.2024;09:45:00;0;15.073;7.021;9.756;;;
08.01.2024;10:00:00;0;15.207;7.067;9.724;;;
08.01.2024;10:15:00;0;15.167;6.964;9.724;;;
08.01.2024;10:30:00;0;15.050;7.082;9.639;;;
08.01.2024;10:45:00;0;14.835;6.786;9.613;;;
08.01.2024;11:00:00;0;15.002;6.882;9.645;;;
08.01.2024;11:15:00;0;14.913;6.884;9.709;;;
08.01.2024;11:30:00;0;14.741;6.776;9.676;;;
08.01.2024;11:45:00;0;14.749;6.786;9.667;;;
08.01.2024;12:00:00;0;14.854;6.779;9.543;;;
08.01.2024;12:15:00;0;14.987;6.811;9.449;;;
08.01.2024;12:30:00;0;14.931;6.888;9.187;;;
08.01.2024;12:45:00;0;14.837;6.801;8.879;;;
08.01.2024;13:00:00;0;14.821;6.834;8.656;;;
08.01.2024;13:15:00;0;14.667;6.822;8.259;;;
08.01.2024;13:30:00;0;14.521;6.674;7.892;;;
08.01.2024;13:45:00;0;14.440;6.571;7.610;;;
08.01.2024;14:00:00;0;14.359;6.603;7.416;;;
08.01.2024;14:15:00;0;14.369;6.613;7.407;;;
08.01.2024;14:30:00;0;14.108;6.571;7.551;;;
08.01.2024;14:45:00;0;14.140;6.600;7.664;;;
08.01.2024;15:00:00;0;14.047;6.379;7.662;;;
08.01.2024;15:15:00;0;13.871;6.282;7.731;;;
08.01.2024;15:30:00;0;13.981;6.359;7.791;;;
08.01.2024;15:45:00;0;13.790;6.231;7.750;;;
08.01.2024;16:00:00;0;13.646;6.121;7.671;;;
08.01.2024;16:15:00;0;13.502;6.015;7.480;;;
08.01.2024;16:30:00;0;13.402;5.996;7.396;;;
08.01.2024;16:45:00;0;13.701;6.141;7.200;;;
08.01.2024;17:00:00;0;13.240;5.753;6.984;;;
08.01.2024;17:15:00;0;12.575;5.161;6.791;;;
08.01.2024;17:30:00;0;12.219;4.875;6.522;;;
08.01.2024;17:45:00;0;12.058;4.722;6.283;;;
08.01.2024;18:00:00;0;11.789;4.526;6.020;;;
08.01.2024;18:15:00;0;11.435;4.350;5.799;;;
08.01.2024;18:30:00;0;11.329;4.302;5.563;;;
08.01.2024;18:45:00;0;10.957;4.037;5.187;;;
08.01.2024;19:00:00;0;10.880;4.042;5.038;;;
08.01.2024;19:15:00;0;10.515;3.797;4.788;;;
08.01.2024;19:30:00;0;10.481;3.844;4.840;;;
08.01.2024;19:45:00;0;10.014;3.593;4.587;;;
08.01.2024;20:00:00;0;10.049;3.662;4.586;;;
08.01.2024;20:15:00;0;10.330;4.156;4.408;;;
08.01.2024;20:30:00;0;10.249;4.070;4.308;;;
08.01.2024;20:45:00;0;10.059;3.905;4.141;;;
08.01.2024;21:00:00;0;10.022;3.902;4.147;;;
08.01.2024;21:15:00;0;9.909;3.890;4.135;;;
08.01.2024;21:30:00;0;9.734;3.855;4.090;;;
08.01.2024;21:45:00;0;9.827;3.851;4.075;;;
08.01.2024;22:00:00;0;9.542;3.690;3.913;;;
08.01.2024;22:15:00;0;9.286;3.679;3.916;;;
08.01.2024;22:30:00;0;9.167;3.671;3.903;;;
08.01.2024;22:45:00;0;9.052;3.600;3.826;;;
08.01.2024;23:00:00;0;9.085;3.604;3.832;;;
08.01.2024;23:15:00;0;9.325;3.861;4.080;;;
08.01.2024;23:30:00;0;9.207;3.808;4.017;;;
08.01.2024;23:45:00;0;9.174;3.759;3.968;;;
09.01.2024;00:00:00;0;9.017;3.635;3.839;;;
09.01.2024;00:15:00;0;9.193;3.736;3.944;;;
09.01.2024;00:30:00;0;9.065;3.686;3.887;;;
09.01.2024;00:45:00;0;9.047;3.689;3.885;;;
09.01.2024;01:00:00;0;9.036;3.657;3.855;;;
09.01.2024;01:15:00;0;8.999;3.586;3.781;;;
09.01.2024;01:30:00;0;9.058;3.695;3.886;;;
09.01.2024;01:45:00;0;8.877;3.539;3.733;;;
09.01.2024;02:00:00;0;8.956;3.622;3.813;;;
09.01.2024;02:15:00;0;9.062;3.713;3.903;;;
09.01.2024;02:30:00;0;8.906;3.537;3.725;;;
09.01.2024;02:45:00;0;8.993;3.686;3.875;;;
09.01.2024;03:00:00;0;9.062;3.704;3.891;;;
09.01.2024;03:15:00;0;8.969;3.517;3.706;;;
09.01.2024;03:30:00;0;9.019;3.544;3.735;;;
09.01.2024;03:45:00;0;8.929;3.417;3.604;;;
09.01.2024;04:00:00;0;9.079;3.541;3.731;;;
09.01.2024;04:15:00;0;9.371;3.643;3.827;;;
09.01.2024;04:30:00;0;9.380;3.604;3.787;;;
09.01.2024;04:45:00;0;9.359;3.509;3.690;;;
09.01.2024;05:00:00;0;9.534;3.507;3.683;;;
09.01.2024;05:15:00;0;10.106;3.987;4.162;;;
09.01.2024;05:30:00;0;10.270;3.989;4.158;;;
09.01.2024;05:45:00;0;10.644;4.195;4.365;;;
09.01.2024;06:00:00;0;10.637;4.149;4.316;;;
09.01.2024;06:15:00;0;11.494;4.529;4.690;;;
09.01.2024;06:30:00;0;11.792;4.793;4.959;;;
09.01.2024;06:45:00;0;12.355;5.091;5.256;;;
09.01.2024;07:00:00;0;12.837;5.580;5.746;;;
09.01.2024;07:15:00;0;13.206;5.535;5.703;;;
09.01.2024;07:30:00;0;13.808;6.085;6.261;;;
09.01.2024;07:45:00;0;14.104;6.122;6.491;;;
09.01.2024;08:00:00;0;14.280;6.360;7.227;;;
09.01.2024;08:15:00;0;14.729;6.684;8.096;;;
09.01.2024;08:30:00;0;15.185;6.846;8.781;;;
09.01.2024;08:45:00;0;15.192;6.910;9.170;;;
09.01.2024;09:00:00;0;15.147;6.960;9.545;;;
09.01.2024;09:15:00;0;15.322;7.005;9.715;;;
09.01.2024;09:30:00;0;15.630;7.197;9.940;;;
09.01.2024;09:45:00;0;15.799;7.369;9.906;;;
09.01.2024;10:00:00;0;15.756;7.326;9.821;;;
09.01.2024;10:15:00;0;15.753;7.275;9.751;;;
09.01.2024;10:30:00;0;15.615;7.096;9.653;;;
09.01.2024;10:45:00;0;15.569;6.993;9.574;;;
09.01.2024;11:00:00;0;15.726;7.128;9.691;;;
09.01.2024;11:15:00;0;15.711;7.140;9.793;;;
09.01.2024;11:30:00;0;15.555;6.999;9.662;;;
09.01.2024;11:45:00;0;15.447;6.841;9.593;;;
09.01.2024;12:00:00;0;15.353;6.992;9.562;;;
09.01.2024;12:15:00;0;15.487;7.057;9.406;;;
09.01.2024;12:30:00;0;15.311;6.876;9.246;;;
09.01.2024;12:45:00;0;15.311;7.020;9.001;;;
09.01.2024;13:00:00;0;15.416;7.005;8.755;;;
09.01.2024;13:15:00;0;15.326;6.913;8.354;;;
09.01.2024;13:30:00;0;15.281;6.909;8.014;;;
09.01.2024;13:45:00;0;15.113;6.916;7.740;;;
09.01.2024;14:00:00;0;15.081;6.821;7.560;;;
09.01.2024;14:15:00;0;14.876;6.808;7.548;;;
09.01.2024;14:30:00;0;14.675;6.767;7.594;;;
09.01.2024;14:45:00;0;14.194;6.573;7.599;;;
09.01.2024;15:00:00;0;14.330;6.589;7.693;;;
09.01.2024;15:15:00;0;13.892;6.256;7.653;;;
09.01.2024;15:30:00;0;13.902;6.218;7.602;;;
09.01.2024;15:45:00;0;13.774;6.062;7.650;;;
09.01.2024;16:00:00;0;14.020;6.175;7.556;;;
09.01.2024;16:15:00;0;13.940;6.059;7.415;;;
09.01.2024;16:30:00;0;13.830;5.911;7.213;;;
09.01.2024;16:45:00;0;13.719;5.947;6.958;;;
09.01.2024;17:00:00;0;13.650;5.891;6.802;;;
09.01.2024;17:15:00;0;12.578;4.922;6.625;;;
09.01.2024;17:30:00;0;12.440;4.841;6.476;;;
09.01.2024;17:45:00;0;12.170;4.706;6.214;;;
09.01.2024;18:00:00;0;11.854;4.524;5.978;;;
09.01.2024;18:15:00;0;11.592;4.382;5.786;;;
09.01.2024;18:30:00;0;11.478;4.351;5.503;;;
09.01.2024;18:45:00;0;11.155;4.014;5.197;;;
09.01.2024;19:00:00;0;11.019;3.930;4.930;;;
09.01.2024;19:15:00;0;10.807;3.858;4.863;;;
09.01.2024;19:30:00;0;10.648;3.754;4.756;;;
09.01.2024;19:45:00;0;10.652;3.800;4.786;;;
09.01.2024;20:00:00;0;10.295;3.585;4.574;;;
09.01.2024;20:15:00;0;10.482;4.081;4.451;;;
09.01.2024;20:30:00;0;10.374;4.086;4.344;;;
09.01.2024;20:45:00;0;10.344;4.024;4.271;;;
09.01.2024;21:00:00;0;10.109;3.822;4.069;;;
09.01.2024;21:15:00;0;10.198;4.103;4.347;;;
09.01.2024;21:30:00;0;9.935;3.831;4.072;;;
09.01.2024;21:45:00;0;9.827;3.792;4.040;;;
09.01.2024;22:00:00;0;9.777;3.746;3.982;;;
09.01.2024;22:15:00;0;9.410;3.594;3.826;;;
09.01.2024;22:30:00;0;9.305;3.648;3.877;;;
09.01.2024;22:45:00;0;9.334;3.606;3.836;;;
09.01.2024;23:00:00;0;9.337;3.637;3.853;;;
09.01.2024;23:15:00;0;9.360;3.601;3.815;;;
09.01.2024;23:30:00;0;9.184;3.579;3.797;;;
09.01.2024;23:45:00;0;9.151;3.520;3.725;;;
10.01.2024;00:00:00;0;8.942;3.445;3.646;;;
10.01.2024;00:15:00;0;9.013;3.489;3.692;;;
10.01.2024;00:30:00;0;8.953;3.412;3.610;;;
10.01.2024;00:45:00;0;8.911;3.381;3.576;;;
10.01.2024;01:00:00;0;9.057;3.592;3.789;;;
10.01.2024;01:15:00;0;9.038;3.503;3.696;;;
10.01.2024;01:30:00;0;9.014;3.519;3.718;;;
10.01.2024;01:45:00;0;8.855;3.394;3.587;;;
10.01.2024;02:00:00;0;8.999;3.529;3.720;;;
10.01.2024;02:15:00;0;8.913;3.474;3.663;;;
10.01.2024;02:30:00;0;8.944;3.477;3.640;;;
10.01.2024;02:45:00;0;8.967;3.462;3.650;;;
10.01.2024;03:00:00;0;9.139;3.588;3.775;;;
10.01.2024;03:15:00;0;9.078;3.491;3.672;;;
10.01.2024;03:30:00;0;8.936;3.401;3.592;;;
10.01.2024;03:45:00;0;8.967;3.453;3.645;;;
10.01.2024;04:00:00;0;8.987;3.409;3.596;;;
10.01.2024;04:15:00;0;9.340;3.576;3.759;;;
10.01.2024;04:30:00;0;9.348;3.613;3.796;;;
10.01.2024;04:45:00;0;9.504;3.657;3.838;;;
10.01.2024;05:00:00;0;9.662;3.629;3.806;;;
10.01.2024;05:15:00;0;10.010;3.798;3.971;;;
10.01.2024;05:30:00;0;10.285;3.978;4.149;;;
10.01.2024;05:45:00;0;10.656;4.194;4.364;;;
10.01.2024;06:00:00;0;10.876;4.176;4.339;;;
10.01.2024;06:15:00;0;11.650;4.467;4.619;;;
10.01.2024;06:30:00;0;12.105;4.788;4.943;;;
10.01.2024;06:45:00;0;12.338;5.021;5.179;;;
10.01.2024;07:00:00;0;12.679;5.295;5.462;;;
10.01.2024;07:15:00;0;12.921;5.420;5.596;;;
10.01.2024;07:30:00;0;13.389;5.691;5.863;;;
10.01.2024;07:45:00;0;13.792;6.035;6.354;;;
10.01.2024;08:00:00;0;13.885;6.096;7.140;;;
10.01.2024;08:15:00;0;14.560;6.610;8.085;;;
10.01.2024;08:30:00;0;14.721;6.626;8.630;;;
10.01.2024;08:45:00;0;14.596;6.560;9.114;;;
10.01.2024;09:00:00;0;14.845;6.863;9.504;;;
10.01.2024;09:15:00;0;15.209;7.024;9.798;;;
10.01.2024;09:30:00;0;15.350;7.135;9.842;;;
10.01.2024;09:45:00;0;15.408;7.211;9.806;;;
10.01.2024;10:00:00;0;15.600;7.155;9.850;;;
