Netzbetreiber:;;Energienetze Berlin GmbH;;;;;;
Lastgangtyp:;;Netzlast (Summe aller Entnahmen Kunden, Weiterverteiler, nachgelagerte Spannungsebene);;;;;;
gesetzliche Grundlage:;;§ 23c Abs. 3 Nr. 1 EnWG;;;;;;
Betrachtungszeitraum:;;01.01.2024 bis 31.12.2024;;;;;;
;;;;;;;;
Spannungsebene;;Umspannung HS/MS;Mittelspannung;Umspannung MS/NS;Niederspannung;;;
;;;;;;;;
Höchstlast;[kW];20.055;21.412;8.820;11.204;;;
Wirkarbeit;[kWh];34.605.722;101.510.339;38.079.068;46.405.837;;;
;;;;;;;;
Datum;Zeit;Wert [kW];Wert [kW];Wert [kW];Wert [kW];;;
24.06.2024;13:45:00;1.694;18.069;6.278;7.876;;;
24.06.2024;14:00:00;1.716;18.209;6.485;7.714;;;
24.06.2024;14:15:00;1.320;17.835;6.426;7.746;;;
24.06.2024;14:30:00;1.386;17.784;6.398;7.745;;;
24.06.2024;14:45:00;991;17.026;5.893;7.858;;;
24.06.2024;15:00:00;1.276;17.315;5.978;8.047;;;
24.06.2024;15:15:00;1.408;17.378;5.891;8.075;;;
24.06.2024;15:30:00;1.210;17.483;6.139;8.098;;;
24.06.2024;15:45:00;991;17.219;5.865;8.033;;;
24.06.2024;16:00:00;1.013;17.190;5.885;7.943;;;
24.06.2024;16:15:00;1.013;17.078;5.628;7.777;;;
24.06.2024;16:30:00;1.562;17.524;5.912;7.705;;;
24.06.2024;16:45:00;1.518;17.386;5.656;7.369;;;
24.06.2024;17:00:00;1.144;17.205;5.679;7.171;;;
24.06.2024;17:15:00;1.122;17.281;5.928;7.075;;;
24.06.2024;17:30:00;551;16.686;5.435;6.773;;;
24.06.2024;17:45:00;0;15.942;4.928;6.379;;;
24.06.2024;18:00:00;0;15.760;4.969;6.329;;;
24.06.2024;18:15:00;0;14.402;4.986;6.113;;;
24.06.2024;18:30:00;0;14.263;5.032;5.780;;;
24.06.2024;18:45:00;0;12.992;4.966;5.516;;;
24.06.2024;19:00:00;0;12.238;4.881;5.177;;;
24.06.2024;19:15:00;0;12.122;4.873;4.908;;;
24.06.2024;19:30:00;0;12.159;4.919;4.932;;;
24.06.2024;19:45:00;0;11.932;4.936;4.952;;;
24.06.2024;20:00:00;0;11.695;4.595;4.767;;;
24.06.2024;20:15:00;0;10.813;3.968;4.530;;;
24.06.2024;20:30:00;0;10.363;3.910;4.583;;;
24.06.2024;20:45:00;0;10.390;3.822;4.468;;;
24.06.2024;21:00:00;0;10.157;3.679;4.318;;;
24.06.2024;21:15:00;0;9.959;3.801;4.378;;;
24.06.2024;21:30:00;0;9.844;3.749;4.142;;;
24.06.2024;21:45:00;0;9.678;3.623;4.014;;;
24.06.2024;22:00:00;0;9.601;3.632;4.021;;;
24.06.2024;22:15:00;0;9.713;3.735;4.130;;;
24.06.2024;22:30:00;0;9.514;3.684;4.074;;;
24.06.2024;22:45:00;0;9.155;3.546;3.936;;;
24.06.2024;23:00:00;0;9.314;3.606;3.988;;;
24.06.2024;23:15:00;0;9.408;3.446;3.822;;;
24.06.2024;23:30:00;0;9.155;3.426;3.805;;;
24.06.2024;23:45:00;0;9.109;3.432;3.807;;;
25.06.2024;00:00:00;0;9.010;3.350;3.721;;;
25.06.2024;00:15:00;0;11.170;3.411;3.731;;;
25.06.2024;00:30:00;0;12.146;3.416;3.704;;;
25.06.2024;00:45:00;0;12.265;3.488;3.769;;;
25.06.2024;01:00:00;0;12.223;3.423;3.700;;;
25.06.2024;01:15:00;0;12.512;3.483;3.756;;;
25.06.2024;01:30:00;0;12.128;3.452;3.732;;;
25.06.2024;01:45:00;0;12.015;3.390;3.669;;;
25.06.2024;02:00:00;0;12.127;3.508;3.786;;;
25.06.2024;02:15:00;0;12.083;3.565;3.847;;;
25.06.2024;02:30:00;0;11.975;3.404;3.684;;;
25.06.2024;02:45:00;0;11.776;3.331;3.613;;;
25.06.2024;03:00:00;0;11.959;3.415;3.693;;;
25.06.2024;03:15:00;0;12.026;3.454;3.733;;;
25.06.2024;03:30:00;0;12.017;3.472;3.750;;;
25.06.2024;03:45:00;0;11.973;3.434;3.713;;;
25.06.2024;04:00:00;0;11.995;3.335;3.609;;;
25.06.2024;04:15:00;0;12.402;3.465;3.730;;;
25.06.2024;04:30:00;0;12.212;3.471;3.741;;;
25.06.2024;04:45:00;0;12.329;3.413;3.678;;;
25.06.2024;05:00:00;0;12.510;3.531;3.799;;;
25.06.2024;05:15:00;0;12.659;3.646;3.917;;;
25.06.2024;05:30:00;0;12.863;3.634;3.906;;;
25.06.2024;05:45:00;0;13.085;3.620;3.897;;;
25.06.2024;06:00:00;0;13.625;3.938;4.222;;;
25.06.2024;06:15:00;0;14.105;4.063;4.349;;;
25.06.2024;06:30:00;0;14.555;4.229;4.541;;;
25.06.2024;06:45:00;0;14.942;4.585;4.919;;;
25.06.2024;07:00:00;0;15.116;4.739;5.087;;;
25.06.2024;07:15:00;0;15.619;4.918;5.330;;;
25.06.2024;07:30:00;0;15.723;5.072;5.530;;;
25.06.2024;07:45:00;0;15.417;5.168;6.230;;;
25.06.2024;08:00:00;0;15.760;5.265;7.105;;;
25.06.2024;08:15:00;0;16.289;5.508;7.828;;;
25.06.2024;08:30:00;0;16.656;5.636;8.500;;;
25.06.2024;08:45:00;0;16.972;5.581;9.010;;;
25.06.2024;09:00:00;0;17.642;5.821;9.388;;;
25.06.2024;09:15:00;5.598;17.718;6.054;9.683;;;
25.06.2024;09:30:00;5.992;18.022;6.222;9.815;;;
25.06.2024;09:45:00;5.992;17.935;6.096;9.717;;;
25.06.2024;10:00:00;6.233;18.258;6.231;9.822;;;
25.06.2024;10:15:00;5.817;18.969;6.724;9.837;;;
25.06.2024;10:30:00;7.152;19.112;6.695;9.812;;;
25.06.2024;10:45:00;7.786;19.719;7.098;9.898;;;
25.06.2024;11:00:00;7.830;19.750;7.096;10.012;;;
25.06.2024;11:15:00;14.393;19.590;7.192;10.130;;;
25.06.2024;11:30:00;16.153;19.100;6.873;10.043;;;
25.06.2024;11:45:00;15.892;18.824;6.637;9.956;;;
25.06.2024;12:00:00;16.240;19.167;6.848;9.922;;;
25.06.2024;12:15:00;15.719;18.650;6.394;9.647;;;
25.06.2024;12:30:00;15.849;18.789;6.592;9.512;;;
25.06.2024;12:45:00;16.262;19.200;6.890;9.362;;;
25.06.2024;13:00:00;16.631;19.539;7.155;9.076;;;
25.06.2024;13:15:00;16.305;19.220;6.845;8.563;;;
25.06.2024;13:30:00;15.871;18.845;6.631;8.322;;;
25.06.2024;13:45:00;16.131;19.076;6.602;8.084;;;
25.06.2024;14:00:00;15.892;18.854;6.544;7.903;;;
25.06.2024;14:15:00;15.740;18.670;6.454;7.841;;;
25.06.2024;14:30:00;15.588;18.439;6.381;7.846;;;
25.06.2024;14:45:00;15.501;18.238;6.249;8.040;;;
25.06.2024;15:00:00;15.393;18.174;6.185;8.132;;;
25.06.2024;15:15:00;15.588;18.314;6.314;8.213;;;
25.06.2024;15:30:00;15.349;18.050;6.028;8.163;;;
25.06.2024;15:45:00;15.197;17.863;5.919;8.154;;;
25.06.2024;16:00:00;15.132;17.819;5.722;8.100;;;
25.06.2024;16:15:00;12.848;17.464;5.669;7.864;;;
25.06.2024;16:30:00;10.756;17.545;5.737;7.759;;;
25.06.2024;16:45:00;10.778;17.267;5.550;7.554;;;
25.06.2024;17:00:00;11.018;17.928;5.988;7.324;;;
25.06.2024;17:15:00;7.284;17.315;5.653;7.005;;;
25.06.2024;17:30:00;6.365;17.121;5.416;6.864;;;
25.06.2024;17:45:00;6.102;17.260;5.403;6.597;;;
25.06.2024;18:00:00;5.817;16.951;5.476;6.342;;;
25.06.2024;18:15:00;1.122;16.490;5.248;6.124;;;
25.06.2024;18:30:00;397;16.405;5.316;5.835;;;
25.06.2024;18:45:00;265;16.308;5.342;5.592;;;
25.06.2024;19:00:00;1;16.387;5.385;5.364;;;
25.06.2024;19:15:00;0;15.929;4.910;5.159;;;
25.06.2024;19:30:00;0;15.399;4.600;5.039;;;
25.06.2024;19:45:00;0;15.244;4.637;5.041;;;
25.06.2024;20:00:00;0;15.070;4.572;4.926;;;
25.06.2024;20:15:00;0;14.545;4.208;4.534;;;
25.06.2024;20:30:00;0;14.391;4.256;4.576;;;
25.06.2024;20:45:00;0;14.411;4.279;4.587;;;
25.06.2024;21:00:00;0;14.283;4.094;4.387;;;
25.06.2024;21:15:00;0;14.148;4.197;4.482;;;
25.06.2024;21:30:00;0;13.880;4.003;4.286;;;
25.06.2024;21:45:00;0;13.668;3.946;4.229;;;
25.06.2024;22:00:00;0;13.533;3.971;4.258;;;
25.06.2024;22:15:00;0;13.843;4.358;4.304;;;
25.06.2024;22:30:00;0;13.801;4.264;4.142;;;
25.06.2024;22:45:00;0;13.502;4.261;4.144;;;
25.06.2024;23:00:00;0;13.412;4.217;4.107;;;
25.06.2024;23:15:00;0;12.057;4.121;4.052;;;
25.06.2024;23:30:00;0;11.456;4.059;3.993;;;
25.06.2024;23:45:00;0;11.319;3.941;3.875;;;
26.06.2024;00:00:00;0;11.501;4.074;4.003;;;
26.06.2024;00:15:00;0;11.458;4.019;3.943;;;
26.06.2024;00:30:00;0;11.355;3.973;3.894;;;
26.06.2024;00:45:00;0;11.313;3.857;3.770;;;
26.06.2024;01:00:00;0;11.243;3.925;3.839;;;
26.06.2024;01:15:00;0;11.396;3.982;3.897;;;
26.06.2024;01:30:00;0;11.247;3.986;3.906;;;
26.06.2024;01:45:00;0;10.976;3.988;3.910;;;
26.06.2024;02:00:00;0;11.019;3.945;3.868;;;
26.06.2024;02:15:00;0;11.165;3.921;3.833;;;
26.06.2024;02:30:00;0;11.059;3.930;3.847;;;
26.06.2024;02:45:00;0;11.028;3.914;3.830;;;
26.06.2024;03:00:00;0;11.017;3.891;3.807;;;
26.06.2024;03:15:00;0;11.273;3.995;3.906;;;
26.06.2024;03:30:00;0;11.055;3.929;3.842;;;
26.06.2024;03:45:00;0;11.052;4.012;3.927;;;
26.06.2024;04:00:00;0;11.061;3.903;3.815;;;
26.06.2024;04:15:00;0;11.193;3.942;3.853;;;
26.06.2024;04:30:00;0;11.263;3.950;3.860;;;
26.06.2024;04:45:00;0;11.340;3.915;3.820;;;
26.06.2024;05:00:00;0;11.314;3.927;3.835;;;
26.06.2024;05:15:00;0;12.542;4.110;3.995;;;
26.06.2024;05:30:00;0;13.062;4.041;3.918;;;
26.06.2024;05:45:00;0;13.380;4.252;4.146;;;
26.06.2024;06:00:00;0;13.875;4.442;4.331;;;
26.06.2024;06:15:00;0;14.783;4.578;4.459;;;
26.06.2024;06:30:00;0;15.252;4.756;4.656;;;
26.06.2024;06:45:00;0;15.947;5.055;4.938;;;
26.06.2024;07:00:00;0;16.060;5.193;5.136;;;
26.06.2024;07:15:00;0;16.284;5.400;5.396;;;
26.06.2024;07:30:00;0;16.669;5.561;5.594;;;
26.06.2024;07:45:00;0;16.993;5.676;6.354;;;
26.06.2024;08:00:00;0;17.237;5.884;7.197;;;
26.06.2024;08:15:00;0;17.577;6.168;8.057;;;
26.06.2024;08:30:00;0;18.067;6.344;8.765;;;
26.06.2024;08:45:00;0;18.302;6.240;9.156;;;
26.06.2024;09:00:00;287;18.674;6.477;9.545;;;
26.06.2024;09:15:00;2.353;19.060;6.860;10.036;;;
26.06.2024;09:30:00;2.704;19.125;6.862;10.079;;;
26.06.2024;09:45:00;2.682;19.120;6.894;9.998;;;
26.06.2024;10:00:00;2.967;19.293;6.977;10.060;;;
26.06.2024;10:15:00;3.077;19.493;7.022;10.019;;;
26.06.2024;10:30:00;3.077;19.519;6.931;10.056;;;
26.06.2024;10:45:00;3.099;19.402;6.941;10.092;;;
26.06.2024;11:00:00;5.379;19.570;7.070;10.236;;;
26.06.2024;11:15:00;7.677;19.572;7.030;10.302;;;
26.06.2024;11:30:00;7.721;19.591;6.965;10.253;;;
26.06.2024;11:45:00;7.852;19.676;7.090;10.289;;;
26.06.2024;12:00:00;7.939;19.800;7.061;10.127;;;
26.06.2024;12:15:00;7.939;19.798;7.053;10.043;;;
26.06.2024;12:30:00;7.852;19.637;7.003;9.756;;;
26.06.2024;12:45:00;7.874;19.729;7.099;9.487;;;
26.06.2024;13:00:00;7.852;19.684;6.937;9.172;;;
26.06.2024;13:15:00;7.961;19.757;7.029;8.895;;;
26.06.2024;13:30:00;7.983;19.792;6.964;8.548;;;
26.06.2024;13:45:00;8.224;19.976;6.975;8.260;;;
26.06.2024;14:00:00;8.114;19.917;7.001;8.153;;;
26.06.2024;14:15:00;7.830;19.611;6.782;8.004;;;
26.06.2024;14:30:00;7.786;19.485;6.850;8.174;;;
26.06.2024;14:45:00;7.612;19.259;6.803;8.216;;;
26.06.2024;15:00:00;7.262;18.954;6.615;8.298;;;
26.06.2024;15:15:00;3.253;18.976;6.638;8.366;;;
26.06.2024;15:30:00;2.880;18.958;6.684;8.475;;;
26.06.2024;15:45:00;2.638;18.779;6.485;8.303;;;
26.06.2024;16:00:00;2.682;18.705;6.508;8.347;;;
26.06.2024;16:15:00;2.484;18.599;6.523;8.167;;;
26.06.2024;16:30:00;2.528;18.636;6.467;7.993;;;
26.06.2024;16:45:00;2.419;18.388;6.383;7.825;;;
26.06.2024;17:00:00;2.331;18.425;6.465;7.616;;;
26.06.2024;17:15:00;2.177;18.214;6.323;7.379;;;
26.06.2024;17:30:00;2.001;17.989;6.072;7.073;;;
26.06.2024;17:45:00;2.111;18.176;6.037;6.806;;;
26.06.2024;18:00:00;1.848;17.860;5.992;6.617;;;
26.06.2024;18:15:00;1.496;17.480;6.035;6.417;;;
26.06.2024;18:30:00;1.474;17.556;6.111;6.229;;;
26.06.2024;18:45:00;1.342;17.316;5.928;6.005;;;
26.06.2024;19:00:00;1.100;17.136;5.812;5.950;;;
26.06.2024;19:15:00;1.210;17.196;5.877;5.897;;;
26.06.2024;19:30:00;969;16.891;5.656;5.636;;;
26.06.2024;19:45:00;771;16.798;5.691;5.631;;;
26.06.2024;20:00:00;309;16.568;5.542;5.465;;;
26.06.2024;20:15:00;0;16.074;5.249;5.165;;;
26.06.2024;20:30:00;0;15.866;5.286;5.196;;;
26.06.2024;20:45:00;0;15.798;5.185;5.081;;;
26.06.2024;21:00:00;0;15.754;5.186;5.067;;;
26.06.2024;21:15:00;0;15.073;4.862;5.054;;;
26.06.2024;21:30:00;0;14.760;4.656;4.937;;;
26.06.2024;21:45:00;0;14.717;4.558;4.825;;;
26.06.2024;22:00:00;0;14.650;4.577;4.846;;;
26.06.2024;22:15:00;0;14.425;4.450;4.719;;;
26.06.2024;22:30:00;0;14.424;4.525;4.792;;;
26.06.2024;22:45:00;0;14.056;4.335;4.614;;;
26.06.2024;23:00:00;0;13.946;4.151;4.432;;;
26.06.2024;23:15:00;0;13.845;4.183;4.459;;;
26.06.2024;23:30:00;0;13.698;4.079;4.350;;;
26.06.2024;23:45:00;0;13.584;3.996;4.271;;;
27.06.2024;00:00:00;0;13.520;3.970;4.241;;;
27.06.2024;00:15:00;0;12.333;3.916;4.212;;;
27.06.2024;00:30:00;0;11.797;3.986;4.298;;;
27.06.2024;00:45:00;0;11.683;3.966;4.283;;;
27.06.2024;01:00:00;0;11.674;3.937;4.246;;;
27.06.2024;01:15:00;0;11.519;3.778;4.087;;;
27.06.2024;01:30:00;0;11.556;3.804;4.115;;;
27.06.2024;01:45:00;0;11.430;3.810;4.120;;;
27.06.2024;02:00:00;0;11.312;3.730;4.039;;;
27.06.2024;02:15:00;0;11.429;3.807;4.114;;;
27.06.2024;02:30:00;0;11.523;3.837;4.140;;;
27.06.2024;02:45:00;0;11.199;3.668;3.976;;;
27.06.2024;03:00:00;0;11.320;3.837;4.145;;;
27.06.2024;03:15:00;0;11.467;3.750;4.050;;;
27.06.2024;03:30:00;0;11.387;3.764;4.067;;;
27.06.2024;03:45:00;0;11.426;3.767;4.069;;;
27.06.2024;04:00:00;0;11.454;3.653;3.951;;;
27.06.2024;04:15:00;0;11.666;3.852;4.150;;;
27.06.2024;04:30:00;0;11.695;3.781;4.077;;;
27.06.2024;04:45:00;0;11.754;3.743;4.036;;;
27.06.2024;05:00:00;0;11.960;3.715;4.004;;;
27.06.2024;05:15:00;0;13.432;3.902;4.158;;;
27.06.2024;05:30:00;0;14.063;4.031;4.279;;;
27.06.2024;05:45:00;0;14.155;4.077;4.332;;;
27.06.2024;06:00:00;0;14.453;4.195;4.456;;;
27.06.2024;06:15:00;0;15.293;4.502;4.767;;;
27.06.2024;06:30:00;0;15.904;4.773;5.071;;;
27.06.2024;06:45:00;0;16.428;4.925;5.229;;;
27.06.2024;07:00:00;0;16.668;5.137;5.478;;;
27.06.2024;07:15:00;0;17.320;5.546;5.909;;;
27.06.2024;07:30:00;0;17.516;5.684;6.033;;;
27.06.2024;07:45:00;0;17.481;5.708;6.642;;;
27.06.2024;08:00:00;0;17.731;5.781;7.406;;;
27.06.2024;08:15:00;1.760;18.479;6.420;8.254;;;
27.06.2024;08:30:00;2.287;18.747;6.561;8.794;;;
27.06.2024;08:45:00;2.902;19.290;6.900;9.437;;;
27.06.2024;09:00:00;3.297;19.698;7.237;9.924;;;
27.06.2024;09:15:00;3.735;20.153;7.473;10.147;;;
27.06.2024;09:30:00;3.801;20.219;7.633;10.303;;;
27.06.2024;09:45:00;3.933;20.347;7.659;10.272;;;
27.06.2024;10:00:00;4.042;20.459;7.615;10.178;;;
27.06.2024;10:15:00;4.240;20.731;7.842;10.254;;;
27.06.2024;10:30:00;4.612;21.000;8.066;10.355;;;
27.06.2024;10:45:00;4.656;21.071;7.999;10.307;;;
27.06.2024;11:00:00;4.897;21.412;8.124;10.396;;;
27.06.2024;11:15:00;4.941;21.389;8.128;10.441;;;
27.06.2024;11:30:00;4.415;20.905;7.679;10.264;;;
27.06.2024;11:45:00;4.152;20.627;7.302;10.142;;;
27.06.2024;12:00:00;4327,41;20.768;7.622;10.230;;;
27.06.2024;12:15:00;3932,727;20.376;7.318;9.944;;;
27.06.2024;12:30:00;4173,937;20.643;7.227;9.836;;;
27.06.2024;12:45:00;4108,157;20.498;7.254;9.566;;;
27.06.2024;13:00:00;3888,866;20.710;7.325;9.311;;;
27.06.2024;13:15:00;4415,1;20.561;7.238;8.960;;;
27.06.2024;13:30:00;4283,563;20.607;7.437;8.711;;;
27.06.2024;13:45:00;4217,789;20.368;7.672;8.475;;;
27.06.2024;14:00:00;3450,167;20.128;7.380;8.285;;;
27.06.2024;14:15:00;3647,601;19.990;7.360;8.275;;;
27.06.2024;14:30:00;3713,405;19.961;7.385;8.260;;;
27.06.2024;14:45:00;3888,866;20.125;7.182;8.434;;;
27.06.2024;15:00:00;4042,374;20.177;6.886;8.519;;;
27.06.2024;15:15:00;3450,167;19.692;6.886;8.415;;;
27.06.2024;15:30:00;3362,409;19.742;7.052;8.497;;;
27.06.2024;15:45:00;3274,644;19.411;6.756;8.499;;;
27.06.2024;16:00:00;3932,727;20.202;7.400;8.514;;;
27.06.2024;16:15:00;3.275;19.709;6.944;8.224;;;
27.06.2024;16:30:00;3.406;19.512;6.738;8.128;;;
27.06.2024;16:45:00;3.121;19.194;6.493;7.809;;;
27.06.2024;17:00:00;3.231;19.268;6.642;7.695;;;
27.06.2024;17:15:00;2.682;18.749;6.310;7.350;;;
27.06.2024;17:30:00;1.782;18.537;6.216;7.145;;;
27.06.2024;17:45:00;1.914;18.657;6.215;6.905;;;
27.06.2024;18:00:00;2.572;18.608;6.274;6.712;;;
27.06.2024;18:15:00;2.067;18.037;6.079;6.438;;;
27.06.2024;18:30:00;1.804;17.857;6.039;6.154;;;
27.06.2024;18:45:00;1.826;17.786;6.010;6.090;;;
27.06.2024;19:00:00;1.694;17.632;5.915;5.966;;;
27.06.2024;19:15:00;1.606;17.620;5.946;5.950;;;
27.06.2024;19:30:00;1.474;17.366;5.797;5.742;;;
27.06.2024;19:45:00;1.276;17.234;5.840;5.744;;;
27.06.2024;20:00:00;1.035;17.368;5.698;5.565;;;
27.06.2024;20:15:00;0;16.463;5.281;5.441;;;
27.06.2024;20:30:00;0;15.849;5.060;5.328;;;
27.06.2024;20:45:00;0;15.624;4.912;5.172;;;
27.06.2024;21:00:00;0;15.564;4.928;5.185;;;
27.06.2024;21:15:00;0;15.412;4.945;5.203;;;
27.06.2024;21:30:00;0;15.137;4.747;5.010;;;
27.06.2024;21:45:00;0;15.087;4.681;4.944;;;
27.06.2024;22:00:00;0;14.866;4.450;4.709;;;
27.06.2024;22:15:00;0;14.363;4.276;4.534;;;
27.06.2024;22:30:00;0;14.289;4.338;4.608;;;
27.06.2024;22:45:00;0;13.982;4.142;4.417;;;
27.06.2024;23:00:00;0;13.900;4.027;4.296;;;
27.06.2024;23:15:00;0;14.188;4.447;4.381;;;
27.06.2024;23:30:00;0;14.059;4.359;4.221;;;
27.06.2024;23:45:00;0;13.835;4.218;4.079;;;
28.06.2024;00:00:00;0;13.863;4.233;4.094;;;
28.06.2024;00:15:00;0;11.551;4.127;4.054;;;
28.06.2024;00:30:00;0;10.294;4.115;4.069;;;
28.06.2024;00:45:00;0;10.448;4.196;4.153;;;
28.06.2024;01:00:00;0;10.416;4.157;4.112;;;
28.06.2024;01:15:00;0;10.299;4.111;4.060;;;
28.06.2024;01:30:00;0;10.367;4.170;4.115;;;
28.06.2024;01:45:00;0;10.280;4.124;4.069;;;
28.06.2024;02:00:00;0;10.202;4.105;4.049;;;
28.06.2024;02:15:00;0;10.251;4.022;3.963;;;
28.06.2024;02:30:00;0;10.282;4.101;4.042;;;
28.06.2024;02:45:00;0;10.101;4.027;3.970;;;
28.06.2024;03:00:00;0;10.070;4.033;3.975;;;
28.06.2024;03:15:00;0;10.385;4.065;4.002;;;
28.06.2024;03:30:00;0;10.439;4.109;4.043;;;
28.06.2024;03:45:00;0;10.331;4.121;4.057;;;
28.06.2024;04:00:00;0;10.383;4.133;4.070;;;
28.06.2024;04:15:00;0;10.455;4.054;3.987;;;
28.06.2024;04:30:00;0;10.649;4.142;4.073;;;
28.06.2024;04:45:00;0;10.539;4.097;4.028;;;
28.06.2024;05:00:00;0;10.924;4.182;4.105;;;
28.06.2024;05:15:00;0;12.208;4.327;4.229;;;
28.06.2024;05:30:00;0;12.721;4.210;4.098;;;
28.06.2024;05:45:00;0;12.992;4.321;4.214;;;
28.06.2024;06:00:00;0;13.418;4.465;4.358;;;
28.06.2024;06:15:00;0;13.718;4.389;4.625;;;
28.06.2024;06:30:00;0;13.865;4.544;4.872;;;
28.06.2024;06:45:00;0;14.487;4.780;5.131;;;
28.06.2024;07:00:00;0;14.696;4.919;5.293;;;
28.06.2024;07:15:00;0;15.112;5.164;5.590;;;
28.06.2024;07:30:00;0;15.311;5.261;5.726;;;
28.06.2024;07:45:00;0;15.314;5.414;6.525;;;
28.06.2024;08:00:00;0;15.493;5.534;7.317;;;
28.06.2024;08:15:00;0;16.790;5.834;8.111;;;
28.06.2024;08:30:00;0;17.382;5.848;8.778;;;
28.06.2024;08:45:00;0;17.415;5.768;9.241;;;
28.06.2024;09:00:00;0;17.517;5.968;9.694;;;
28.06.2024;09:15:00;1935,466;18.398;6.705;9.993;;;
28.06.2024;09:30:00;2330,783;18.770;6.948;10.187;;;
28.06.2024;09:45:00;2440,571;18.869;7.004;10.206;;;
28.06.2024;10:00:00;2550,35;18.957;7.141;10.246;;;
28.06.2024;10:15:00;2901,575;19.114;6.965;10.184;;;
28.06.2024;10:30:00;4173,937;20.425;7.054;10.264;;;
28.06.2024;10:45:00;3647,601;19.734;6.959;10.229;;;
28.06.2024;11:00:00;3801,139;19.868;7.151;10.295;;;
28.06.2024;11:15:00;13.740;20.106;7.280;10.462;;;
28.06.2024;11:30:00;15.067;20.495;7.313;10.435;;;
28.06.2024;11:45:00;14.763;19.900;6.753;10.285;;;
28.06.2024;12:00:00;16.023;20.617;7.429;10.300;;;
28.06.2024;12:15:00;20.055;20.692;7.569;10.090;;;
28.06.2024;12:30:00;19.016;19.844;7.247;9.503;;;
28.06.2024;12:45:00;18.171;19.001;6.754;9.004;;;
28.06.2024;13:00:00;17.195;18.124;6.090;8.591;;;
28.06.2024;13:15:00;18.279;18.990;6.580;8.359;;;
28.06.2024;13:30:00;17.867;18.509;6.308;8.011;;;
28.06.2024;13:45:00;17.976;18.735;6.180;7.822;;;
28.06.2024;14:00:00;17.911;18.803;6.354;7.708;;;
28.06.2024;14:15:00;17.650;18.434;5.916;7.658;;;
28.06.2024;14:30:00;17.997;18.764;5.721;7.748;;;
28.06.2024;14:45:00;17.216;17.957;5.877;7.873;;;
28.06.2024;15:00:00;17.151;17.886;5.818;8.017;;;
28.06.2024;15:15:00;17.455;17.978;5.850;8.185;;;
28.06.2024;15:30:00;17.303;17.765;5.714;8.123;;;
28.06.2024;15:45:00;16.652;17.246;5.438;8.096;;;
28.06.2024;16:00:00;17.086;17.752;5.791;8.112;;;
28.06.2024;16:15:00;16.848;17.534;5.491;7.888;;;
28.06.2024;16:30:00;17.173;17.832;5.966;7.691;;;
28.06.2024;16:45:00;16.631;17.279;5.663;7.445;;;
28.06.2024;17:00:00;15.523;16.662;5.262;7.215;;;
28.06.2024;17:15:00;8.158;16.672;5.266;6.981;;;
28.06.2024;17:30:00;7.458;16.815;5.219;6.797;;;
28.06.2024;17:45:00;7.130;16.475;5.045;6.508;;;
28.06.2024;18:00:00;6.277;16.127;5.094;6.359;;;
28.06.2024;18:15:00;221;15.740;5.016;6.098;;;
28.06.2024;18:30:00;0;15.772;5.171;5.829;;;
28.06.2024;18:45:00;0;15.878;5.202;5.555;;;
28.06.2024;19:00:00;0;15.708;5.068;5.301;;;
28.06.2024;19:15:00;0;15.264;4.566;5.185;;;
28.06.2024;19:30:00;0;14.935;4.262;4.913;;;
28.06.2024;19:45:00;0;14.559;4.210;4.822;;;
28.06.2024;20:00:00;0;14.554;4.361;4.813;;;
28.06.2024;20:15:00;0;13.111;4.180;4.563;;;
28.06.2024;20:30:00;0;12.400;4.101;4.473;;;
28.06.2024;20:45:00;0;12.108;4.001;4.358;;;
28.06.2024;21:00:00;0;11.774;3.688;4.156;;;
28.06.2024;21:15:00;0;11.685;3.755;4.327;;;
28.06.2024;21:30:00;0;11.354;3.496;4.060;;;
28.06.2024;21:45:00;0;11.058;3.395;3.965;;;
28.06.2024;22:00:00;0;10.997;3.516;4.087;;;
28.06.2024;22:15:00;0;10.883;3.638;3.999;;;
28.06.2024;22:30:00;0;10.822;3.763;4.124;;;
28.06.2024;22:45:00;0;10.591;3.670;4.026;;;
28.06.2024;23:00:00;0;10.323;3.396;3.876;;;
28.06.2024;23:15:00;0;10.223;3.242;3.822;;;
28.06.2024;23:30:00;0;10.091;3.212;3.793;;;
28.06.2024;23:45:00;0;9.922;3.154;3.643;;;
29.06.2024;00:00:00;0;9.918;3.325;3.676;;;
29.06.2024;00:15:00;0;8.599;3.386;3.768;;;
29.06.2024;00:30:00;0;8.367;3.242;3.625;;;
29.06.2024;00:45:00;0;8.205;3.073;3.539;;;
29.06.2024;01:00:00;0;8.052;2.997;3.605;;;
29.06.2024;01:15:00;0;8.107;3.055;3.661;;;
29.06.2024;01:30:00;0;7.967;3.061;3.542;;;
29.06.2024;01:45:00;0;8.184;3.205;3.580;;;
29.06.2024;02:00:00;0;8.211;3.160;3.530;;;
29.06.2024;02:15:00;0;8.800;3.547;3.579;;;
29.06.2024;02:30:00;0;8.489;3.373;3.524;;;
29.06.2024;02:45:00;0;8.430;3.316;3.512;;;
29.06.2024;03:00:00;0;8.626;3.385;3.485;;;
29.06.2024;03:15:00;0;10.736;3.740;3.660;;;
29.06.2024;03:30:00;0;11.667;3.722;3.616;;;
29.06.2024;03:45:00;0;11.921;3.749;3.635;;;
29.06.2024;04:00:00;0;11.939;3.553;3.436;;;
